@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
826,'2016/11/25 15:25:51:948',3,79.800003,0.056168,0.078215,0.134646,0.066667,0.033858,0.022572,0.033333,0.047769,0.123535,0.974609,0.140625,0,0,0,0,0,?,?,?,0
827,'2016/11/25 15:25:51:982',3,79.800003,0.061942,0.077953,0.135433,0.072703,0.035696,0.022572,0.033333,0.047507,0.132813,0.973633,0.143066,0,0,0,0,0,?,?,?,0
828,'2016/11/25 15:25:52:016',3,79.800003,0.061417,0.077428,0.138845,0.07874,0.036745,0.021522,0.032021,0.049081,0.130859,0.967285,0.139648,0,0,0,0,0,?,?,?,0
829,'2016/11/25 15:25:52:050',3,79.800003,0.059055,0.075328,0.134908,0.077165,0.036745,0.022047,0.032283,0.048031,0.126953,0.978027,0.149902,0,0,0,0,0,?,?,?,0
830,'2016/11/25 15:25:52:083',3,79.800003,0.061417,0.078215,0.133858,0.075591,0.03622,0.021785,0.031496,0.047244,0.124512,0.974121,0.143555,0,0,0,0,0,?,?,?,0
831,'2016/11/25 15:25:52:116',3,79.800003,0.061942,0.07769,0.134121,0.07874,0.037008,0.022047,0.030709,0.047769,0.132324,0.970215,0.143066,0,0,0,0,0,?,?,?,0
832,'2016/11/25 15:25:52:150',3,79.800003,0.065092,0.085827,0.133596,0.079528,0.03832,0.021522,0.031496,0.048294,0.127441,0.976074,0.144531,0,0,0,0,0,?,?,?,0
833,'2016/11/25 15:25:52:183',3,79.800003,0.06063,0.085302,0.124409,0.079265,0.037008,0.021785,0.032021,0.048819,0.130371,0.975098,0.146973,0,0,0,0,0,?,?,?,0
834,'2016/11/25 15:25:52:216',3,79.800003,0.062992,0.076115,0.113648,0.074016,0.038583,0.02231,0.031496,0.049344,0.132813,0.962891,0.146484,0,0,0,0,0,?,?,?,0
835,'2016/11/25 15:25:52:249',3,79.800003,0.064304,0.076115,0.114961,0.074541,0.040682,0.02336,0.032808,0.050131,0.131836,0.981934,0.147949,0,0,0,0,0,?,?,?,0
836,'2016/11/25 15:25:52:281',3,79.800003,0.063255,0.07664,0.11706,0.081365,0.040682,0.022835,0.029921,0.051444,0.126953,0.972168,0.148926,0,0,0,0,0,?,?,?,0
837,'2016/11/25 15:25:52:316',3,79.800003,0.06273,0.075591,0.113123,0.081627,0.040682,0.02126,0.029659,0.052756,0.131348,0.963867,0.144043,0,0,0,0,0,?,?,?,0
838,'2016/11/25 15:25:52:349',3,79.800003,0.062992,0.074541,0.113911,0.08294,0.04252,0.021522,0.028084,0.051181,0.12793,0.987793,0.141602,0,0,0,0,0,?,?,?,0
839,'2016/11/25 15:25:52:382',3,79.818184,0.066142,0.078215,0.113386,0.086089,0.040945,0.022835,0.031234,0.052493,0.126953,0.969238,0.144043,0,0,0,0,0,?,?,?,0
840,'2016/11/25 15:25:52:416',3,79.900002,0.063517,0.078478,0.110499,0.087139,0.039108,0.02231,0.030709,0.047507,0.135254,0.975098,0.149414,0,0,0,0,0,?,?,?,0
841,'2016/11/25 15:25:52:450',3,79.900002,0.064304,0.074278,0.109974,0.085827,0.03832,0.02231,0.029396,0.045144,0.126465,0.973633,0.152832,0,0,0,0,0,?,?,?,0
842,'2016/11/25 15:25:52:482',3,79.900002,0.070079,0.073491,0.111024,0.085302,0.03832,0.02126,0.029921,0.045407,0.128418,0.973145,0.146973,0,0,0,0,0,?,?,?,0
843,'2016/11/25 15:25:52:516',3,79.900002,0.069554,0.074278,0.111286,0.087664,0.03832,0.020472,0.028346,0.043307,0.129883,0.963379,0.150391,0,0,0,0,0,?,?,?,0
844,'2016/11/25 15:25:52:549',3,79.900002,0.071654,0.080577,0.107612,0.089501,0.03832,0.020472,0.029396,0.04252,0.130859,0.976074,0.144043,0,0,0,0,0,?,?,?,0
845,'2016/11/25 15:25:52:581',3,79.900002,0.072703,0.083202,0.110499,0.087139,0.038583,0.020472,0.030709,0.039633,0.132813,0.966797,0.150879,0,0,0,0,0,?,?,?,0
846,'2016/11/25 15:25:52:615',3,79.900002,0.072703,0.080577,0.108136,0.092388,0.03832,0.020997,0.029396,0.04042,0.130371,0.969238,0.147461,0,0,0,0,0,?,?,?,0
847,'2016/11/25 15:25:52:648',3,79.900002,0.066404,0.079003,0.107349,0.094488,0.03832,0.02021,0.028609,0.034908,0.127441,0.975098,0.141602,0,0,0,0,0,?,?,?,0
848,'2016/11/25 15:25:52:681',3,79.900002,0.066404,0.080052,0.100262,0.093176,0.039633,0.020997,0.029396,0.033858,0.134277,0.975586,0.151367,0,0,0,0,0,?,?,?,0
849,'2016/11/25 15:25:52:716',3,79.900002,0.068241,0.086614,0.098425,0.095013,0.040682,0.019685,0.026509,0.032546,0.133789,0.961914,0.152832,0,0,0,0,0,?,?,?,0
850,'2016/11/25 15:25:52:748',3,79.900002,0.066667,0.082415,0.089764,0.095013,0.04357,0.019685,0.025722,0.033333,0.128906,0.974609,0.147461,0,0,0,0,0,?,?,?,0
851,'2016/11/25 15:25:52:781',3,79.900002,0.069029,0.083465,0.094751,0.095276,0.044094,0.019948,0.026509,0.030971,0.12793,0.972656,0.147949,0,0,0,0,0,?,?,?,0
852,'2016/11/25 15:25:52:815',3,79.900002,0.070341,0.083989,0.10315,0.095801,0.04357,0.019948,0.025722,0.034383,0.128418,0.96875,0.146484,0,0,0,0,0,?,?,?,0
853,'2016/11/25 15:25:52:849',3,79.900002,0.071916,0.089501,0.105512,0.094488,0.044882,0.020997,0.025722,0.03832,0.131348,0.974609,0.14209,0,0,0,0,0,?,?,?,0
854,'2016/11/25 15:25:52:882',3,79.909088,0.067979,0.085302,0.110761,0.094488,0.045407,0.01916,0.024147,0.03727,0.127441,0.967285,0.146973,0,0,0,0,0,?,?,?,0
855,'2016/11/25 15:25:52:915',3,80,0.067192,0.087664,0.107087,0.094488,0.045669,0.01811,0.024409,0.035958,0.134766,0.977539,0.151367,0,0,0,0,0,?,?,?,0
856,'2016/11/25 15:25:52:948',3,80,0.069029,0.090551,0.112336,0.092651,0.044619,0.018635,0.025984,0.037533,0.120605,0.974121,0.149414,0,0,0,0,0,?,?,?,0
857,'2016/11/25 15:25:52:982',3,80,0.067454,0.085564,0.112598,0.086614,0.043832,0.018898,0.026247,0.036745,0.129395,0.984375,0.146484,0,0,0,0,0,?,?,?,0
858,'2016/11/25 15:25:53:015',3,80,0.069554,0.084514,0.109974,0.082415,0.042782,0.020997,0.028084,0.036483,0.130371,0.975586,0.147461,0,0,0,0,0,?,?,?,0
859,'2016/11/25 15:25:53:049',3,80,0.072441,0.086352,0.11601,0.080315,0.041732,0.020472,0.026509,0.036483,0.139648,0.956543,0.146973,0,0,0,0,0,?,?,?,0
860,'2016/11/25 15:25:53:082',3,80,0.070341,0.084514,0.122835,0.080315,0.040945,0.020472,0.027034,0.03622,0.131836,0.966309,0.142578,0,0,0,0,0,?,?,?,0
861,'2016/11/25 15:25:53:116',3,80,0.070079,0.084777,0.124409,0.079528,0.039633,0.019948,0.027297,0.035958,0.127441,0.981445,0.149414,0,0,0,0,0,?,?,?,0
862,'2016/11/25 15:25:53:149',3,80,0.069554,0.076903,0.127034,0.078215,0.039895,0.019948,0.026509,0.036483,0.129883,0.977539,0.149902,0,0,0,0,0,?,?,?,0
863,'2016/11/25 15:25:53:182',3,80,0.069291,0.075853,0.129134,0.078478,0.03937,0.020472,0.025984,0.035171,0.133789,0.978027,0.145508,0,0,0,0,0,?,?,?,0
864,'2016/11/25 15:25:53:215',3,80,0.066404,0.07664,0.134908,0.078478,0.038058,0.019948,0.025722,0.035433,0.124512,0.96875,0.145996,0,0,0,0,0,?,?,?,0
865,'2016/11/25 15:25:53:249',3,80,0.066667,0.079265,0.131496,0.07874,0.037795,0.01916,0.024672,0.034646,0.12793,0.969727,0.152344,0,0,0,0,0,?,?,?,0
866,'2016/11/25 15:25:53:282',3,80,0.069816,0.082415,0.132283,0.072966,0.037533,0.020997,0.026509,0.033333,0.132324,0.966797,0.159668,0,0,0,0,0,?,?,?,0
867,'2016/11/25 15:25:53:316',3,80,0.069554,0.084252,0.133071,0.068241,0.038583,0.022047,0.025984,0.033596,0.130371,0.975098,0.152344,0,0,0,0,0,?,?,?,0
868,'2016/11/25 15:25:53:349',3,80,0.070866,0.085302,0.134908,0.070604,0.037533,0.02231,0.025984,0.034383,0.127441,0.975586,0.145508,0,0,0,0,0,?,?,?,0
869,'2016/11/25 15:25:53:382',3,80,0.072703,0.084252,0.13727,0.075853,0.040945,0.020735,0.02231,0.033596,0.128906,0.969727,0.148438,0,0,0,0,0,?,?,?,0
870,'2016/11/25 15:25:53:415',3,80,0.075591,0.086614,0.13832,0.075853,0.041207,0.020735,0.02231,0.037533,0.130371,0.982422,0.144531,0,0,0,0,0,?,?,?,0
871,'2016/11/25 15:25:53:449',3,80,0.074541,0.089764,0.137008,0.078478,0.044619,0.022047,0.022835,0.03622,0.135742,0.967773,0.15332,0,0,0,0,0,?,?,?,0
872,'2016/11/25 15:25:53:482',3,80,0.068504,0.090551,0.143307,0.078478,0.043307,0.02231,0.022572,0.037533,0.12793,0.972168,0.149902,0,0,0,0,0,?,?,?,0
873,'2016/11/25 15:25:53:515',3,80,0.069029,0.091339,0.142782,0.077953,0.045932,0.022047,0.023622,0.03727,0.126465,0.977051,0.145996,0,0,0,0,0,?,?,?,0
874,'2016/11/25 15:25:53:549',3,80,0.072441,0.083989,0.138058,0.073753,0.046194,0.02231,0.02336,0.038058,0.131836,0.974609,0.152344,0,0,0,0,0,?,?,?,0
875,'2016/11/25 15:25:53:582',3,80,0.070866,0.07874,0.138845,0.077953,0.047769,0.022572,0.02231,0.039108,0.135254,0.966797,0.149902,0,0,0,0,0,?,?,?,0
876,'2016/11/25 15:25:53:615',3,80,0.068766,0.091076,0.149344,0.073491,0.048031,0.02231,0.022572,0.03832,0.130371,0.969727,0.151855,0,0,0,0,0,?,?,?,0
877,'2016/11/25 15:25:53:650',3,80,0.067454,0.091864,0.146719,0.072441,0.051181,0.021522,0.022572,0.039108,0.130371,0.975586,0.151367,0,0,0,0,0,?,?,?,0
878,'2016/11/25 15:27:59:287',4,0,0.01706,0.009974,0.008924,0.010761,0.008661,0.025984,0.032021,0.053281,0.279297,0.956055,0.019043,0,0,0,0,0,?,?,?,?
879,'2016/11/25 15:27:59:320',4,0,0.017323,0.009974,0.008924,0.010499,0.008136,0.025722,0.032283,0.054331,0.263672,0.954102,0.020508,0,0,0,0,0,?,?,?,?
880,'2016/11/25 15:27:59:353',4,0,0.01706,0.010499,0.008924,0.010761,0.008924,0.025459,0.031759,0.055118,0.266113,0.944824,0.02002,0,0,0,0,0,?,?,?,?
881,'2016/11/25 15:27:59:386',4,0,0.017323,0.009974,0.008924,0.011024,0.009711,0.025722,0.033333,0.055643,0.263184,0.947754,0.027344,0,0,0,0,0,?,?,?,?
882,'2016/11/25 15:27:59:420',4,0,0.016273,0.009974,0.009186,0.011024,0.009711,0.025459,0.033596,0.054856,0.273438,0.95459,0.026367,0,0,0,0,0,?,?,?,?
883,'2016/11/25 15:27:59:453',4,0,0.01601,0.009974,0.009449,0.010761,0.009711,0.026247,0.033333,0.056168,0.27002,0.958496,0.029785,0,0,0,0,0,?,?,?,?
884,'2016/11/25 15:27:59:486',4,0,0.015748,0.009449,0.009711,0.010499,0.009974,0.028346,0.032283,0.058793,0.271973,0.950684,0.029297,0,0,0,0,0,?,?,?,?
885,'2016/11/25 15:27:59:520',4,0,0.016273,0.009974,0.009711,0.011024,0.010499,0.027559,0.031496,0.05748,0.266602,0.95459,0.032227,0,0,0,0,0,?,?,?,?
886,'2016/11/25 15:27:59:552',4,0,0.016273,0.009711,0.009449,0.011549,0.010761,0.027297,0.030971,0.059055,0.266113,0.950195,0.029785,0,0,0,0,0,?,?,?,?
887,'2016/11/25 15:27:59:586',4,0,0.016535,0.009711,0.009711,0.011549,0.010761,0.027297,0.030971,0.056693,0.262695,0.955566,0.036133,0,0,0,0,0,?,?,?,?
888,'2016/11/25 15:27:59:620',4,0,0.016535,0.009711,0.009974,0.011286,0.011811,0.027559,0.032283,0.058793,0.268555,0.953613,0.024414,0,0,0,0,0,?,?,?,?
889,'2016/11/25 15:27:59:653',4,0,0.015748,0.009711,0.009449,0.010761,0.012336,0.027822,0.032546,0.062467,0.26709,0.948242,0.033691,0,0,0,0,0,?,?,?,?
890,'2016/11/25 15:27:59:686',4,0,0.016273,0.010236,0.009974,0.010499,0.011811,0.026247,0.031234,0.062992,0.26709,0.950195,0.026367,0,0,0,0,0,?,?,?,?
891,'2016/11/25 15:27:59:720',4,0,0.01706,0.010499,0.010236,0.010499,0.011549,0.027559,0.032283,0.065879,0.264648,0.946289,0.026855,0,0,0,0,0,?,?,?,?
892,'2016/11/25 15:27:59:753',4,0,0.016798,0.011024,0.010236,0.010236,0.011549,0.027034,0.033071,0.066142,0.263672,0.949219,0.024414,0,0,0,0,0,?,?,?,?
893,'2016/11/25 15:27:59:786',4,0,0.017848,0.010499,0.009974,0.010499,0.011286,0.027034,0.033071,0.065879,0.273926,0.95459,0.019531,0,0,0,0,0,?,?,?,?
894,'2016/11/25 15:27:59:821',4,0,0.016535,0.009974,0.009449,0.010236,0.010236,0.027297,0.033071,0.062205,0.268066,0.94873,0.022461,0,0,0,0,0,?,?,?,?
895,'2016/11/25 15:27:59:853',4,0,0.016273,0.009974,0.009711,0.009449,0.010499,0.025459,0.030971,0.06273,0.27002,0.946777,0.017578,0,0,0,0,0,?,?,?,?
896,'2016/11/25 15:27:59:886',4,0,0.015223,0.009449,0.009449,0.009711,0.010761,0.024672,0.029659,0.057743,0.265137,0.95459,0.029297,0,0,0,0,0,?,?,?,?
897,'2016/11/25 15:27:59:920',4,0,0.015486,0.009449,0.009186,0.009449,0.011024,0.023622,0.028871,0.060105,0.264648,0.951172,0.026855,0,0,0,0,0,?,?,?,?
898,'2016/11/25 15:27:59:953',4,0,0.015486,0.009974,0.009449,0.009186,0.011024,0.023097,0.028609,0.060105,0.267578,0.948242,0.029297,0,0,0,0,0,?,?,?,?
899,'2016/11/25 15:27:59:986',4,0,0.014961,0.009974,0.009711,0.009711,0.011024,0.023097,0.029134,0.060105,0.26123,0.952637,0.026367,0,0,0,0,0,?,?,?,?
900,'2016/11/25 15:28:00:020',4,0,0.015486,0.009711,0.009711,0.009711,0.011549,0.024409,0.030184,0.061417,0.268066,0.952637,0.025879,0,0,0,0,0,?,?,?,?
901,'2016/11/25 15:28:00:053',4,0,0.015223,0.010236,0.010236,0.009449,0.012073,0.023885,0.029921,0.059318,0.266113,0.950195,0.023438,0,0,0,0,0,?,?,?,?
902,'2016/11/25 15:28:00:087',4,0,0.014173,0.009449,0.009449,0.008661,0.012336,0.024147,0.030446,0.054856,0.265625,0.950195,0.022461,0,0,0,0,0,?,?,?,?
903,'2016/11/25 15:28:00:122',4,0,0.013911,0.009711,0.009449,0.008924,0.012336,0.024934,0.030184,0.05748,0.263184,0.944336,0.025879,0,0,0,0,0,?,?,?,?
904,'2016/11/25 15:28:00:154',4,0,0.013648,0.009711,0.009449,0.008924,0.012336,0.024934,0.030971,0.05748,0.268555,0.940918,0.030273,0,0,0,0,0,?,?,?,?
905,'2016/11/25 15:28:00:186',4,0,0.014173,0.009711,0.009974,0.008924,0.012336,0.025459,0.031759,0.05958,0.266602,0.952637,0.026367,0,0,0,0,0,?,?,?,?
906,'2016/11/25 15:28:00:220',4,0,0.014961,0.009449,0.010499,0.009186,0.012336,0.025984,0.032283,0.060105,0.269043,0.949707,0.026367,0,0,0,0,0,?,?,?,?
907,'2016/11/25 15:28:00:252',4,0,0.015748,0.009186,0.010236,0.008924,0.012598,0.026509,0.031759,0.05748,0.271484,0.956055,0.022949,0,0,0,0,0,?,?,?,?
908,'2016/11/25 15:28:00:286',4,0,0.015486,0.009711,0.010236,0.008136,0.012336,0.027034,0.028871,0.05643,0.269531,0.959473,0.02832,0,0,0,0,0,?,?,?,?
909,'2016/11/25 15:28:00:320',4,0,0.015486,0.009449,0.010236,0.008399,0.013648,0.027559,0.028609,0.055381,0.268066,0.948242,0.028809,0,0,0,0,0,?,?,?,?
910,'2016/11/25 15:28:00:352',4,0,0.016273,0.008924,0.009974,0.007874,0.012861,0.027559,0.029659,0.056693,0.26709,0.946777,0.029297,0,0,0,0,0,?,?,?,?
911,'2016/11/25 15:28:00:387',4,0,0.01601,0.008924,0.009974,0.007612,0.012073,0.028871,0.029659,0.059843,0.263184,0.95459,0.026855,0,0,0,0,0,?,?,?,?
912,'2016/11/25 15:28:00:421',4,0,0.016798,0.008924,0.009974,0.007612,0.012336,0.029396,0.028871,0.06273,0.26709,0.949707,0.027344,0,0,0,0,0,?,?,?,?
913,'2016/11/25 15:28:00:454',4,0,0.017585,0.008924,0.009449,0.007874,0.012336,0.028609,0.030709,0.062467,0.270996,0.947754,0.020508,0,0,0,0,0,?,?,?,?
914,'2016/11/25 15:28:00:486',4,0,0.017585,0.008661,0.008924,0.008136,0.012336,0.026772,0.031496,0.05748,0.269531,0.953613,0.020508,0,0,0,0,0,?,?,?,?
915,'2016/11/25 15:28:00:520',4,0,0.017323,0.007874,0.008661,0.007874,0.012336,0.028084,0.032283,0.05853,0.27002,0.953613,0.022949,0,0,0,0,0,?,?,?,?
916,'2016/11/25 15:28:00:553',4,0,0.016273,0.007874,0.009186,0.007874,0.011811,0.027822,0.032021,0.057743,0.263672,0.956543,0.026367,0,0,0,0,0,?,?,?,?
917,'2016/11/25 15:28:00:586',4,0,0.016273,0.007874,0.009711,0.008661,0.012861,0.028609,0.030446,0.060105,0.269531,0.953613,0.025879,0,0,0,0,0,?,?,?,?
918,'2016/11/25 15:28:00:621',4,0,0.015748,0.007612,0.009186,0.008661,0.011549,0.030184,0.028609,0.05853,0.256836,0.951172,0.03125,0,0,0,0,0,?,?,?,?
919,'2016/11/25 15:28:00:652',4,0,0.016273,0.007612,0.009186,0.009186,0.012073,0.031234,0.028871,0.055643,0.26416,0.955078,0.028809,0,0,0,0,0,?,?,?,?
920,'2016/11/25 15:28:00:686',4,0,0.01601,0.007087,0.008661,0.009186,0.011811,0.029921,0.028609,0.05643,0.270508,0.95752,0.027832,0,0,0,0,0,?,?,?,?
921,'2016/11/25 15:28:00:720',4,0,0.016535,0.007612,0.008136,0.009449,0.012861,0.027822,0.028084,0.054593,0.271484,0.955566,0.026367,0,0,0,0,0,?,?,?,?
922,'2016/11/25 15:28:00:753',4,0,0.016798,0.007612,0.007874,0.009449,0.013123,0.028084,0.028084,0.053806,0.269531,0.951172,0.022461,0,0,0,0,0,?,?,?,?
923,'2016/11/25 15:28:00:785',4,0,0.016798,0.008136,0.007874,0.009186,0.012598,0.028609,0.027034,0.054593,0.268555,0.947754,0.026855,0,0,0,0,0,?,?,?,?
924,'2016/11/25 15:28:00:820',4,0,0.017323,0.007874,0.008136,0.009449,0.012861,0.027559,0.025722,0.054068,0.272461,0.956055,0.020508,0,0,0,0,0,?,?,?,?
925,'2016/11/25 15:28:00:852',4,0,0.01706,0.007874,0.007874,0.009449,0.013123,0.026509,0.026772,0.053806,0.269531,0.95752,0.022461,0,0,0,0,0,?,?,?,?
926,'2016/11/25 15:28:00:886',4,0,0.017323,0.007874,0.008136,0.009186,0.012861,0.025984,0.026509,0.05748,0.267578,0.949219,0.026367,0,0,0,0,0,?,?,?,?
927,'2016/11/25 15:28:00:920',4,0,0.016535,0.008136,0.008399,0.009449,0.012861,0.025459,0.026247,0.055381,0.270508,0.958008,0.030273,0,0,0,0,0,?,?,?,?
928,'2016/11/25 15:28:00:954',4,0,0.016798,0.007874,0.008136,0.009449,0.013123,0.025722,0.025984,0.054068,0.267578,0.95459,0.027832,0,0,0,0,0,?,?,?,?
929,'2016/11/25 15:28:00:988',4,0,0.01706,0.007874,0.008136,0.009186,0.012861,0.025984,0.025459,0.054068,0.264648,0.962402,0.02832,0,0,0,0,0,?,?,?,?
930,'2016/11/25 15:28:01:022',4,0,0.016535,0.007612,0.008136,0.009711,0.012598,0.024409,0.024672,0.051444,0.269043,0.95166,0.03125,0,0,0,0,0,?,?,?,?
931,'2016/11/25 15:28:01:053',4,0,0.016798,0.007349,0.007349,0.009449,0.012861,0.024147,0.024672,0.052493,0.268555,0.95166,0.021973,0,0,0,0,0,?,?,?,?
932,'2016/11/25 15:28:01:086',4,0,0.016535,0.007349,0.007874,0.009186,0.012073,0.022835,0.021522,0.052756,0.268066,0.949707,0.021484,0,0,0,0,0,?,?,?,?
933,'2016/11/25 15:28:01:120',4,0,0.01601,0.007087,0.007874,0.008924,0.012598,0.02231,0.020997,0.050919,0.271484,0.947754,0.020508,0,0,0,0,0,?,?,?,?
934,'2016/11/25 15:28:01:153',4,0,0.016273,0.007349,0.008399,0.009186,0.013386,0.022835,0.02021,0.052231,0.278809,0.946289,0.020996,0,0,0,0,0,?,?,?,?
935,'2016/11/25 15:28:01:187',4,0,0.01601,0.007612,0.008136,0.009186,0.013648,0.02231,0.018898,0.049344,0.274902,0.944824,0.024902,0,0,0,0,0,?,?,?,?
936,'2016/11/25 15:28:01:220',4,0,0.015223,0.007874,0.008136,0.008924,0.013648,0.021785,0.017848,0.045932,0.273438,0.944824,0.025391,0,0,0,0,0,?,?,?,?
937,'2016/11/25 15:28:01:254',4,0,0.014698,0.008136,0.007874,0.008661,0.013648,0.02126,0.017323,0.044094,0.269043,0.951172,0.022461,0,0,0,0,0,?,?,?,?
938,'2016/11/25 15:28:01:286',4,0,0.014961,0.007874,0.007612,0.008924,0.013911,0.020472,0.017585,0.043045,0.265137,0.952148,0.030273,0,0,0,0,0,?,?,?,?
939,'2016/11/25 15:28:01:321',4,0,0.015486,0.008399,0.007612,0.008924,0.013648,0.021785,0.019948,0.046457,0.271484,0.960449,0.025391,0,0,0,0,0,?,?,?,?
940,'2016/11/25 15:28:01:353',4,0,0.014698,0.008661,0.007612,0.009449,0.013911,0.023097,0.01916,0.045932,0.259766,0.963867,0.03125,0,0,0,0,0,?,?,?,?
941,'2016/11/25 15:28:01:386',4,0,0.014961,0.008661,0.008136,0.009449,0.014436,0.021522,0.018373,0.043307,0.26416,0.955566,0.024902,0,0,0,0,0,?,?,?,?
942,'2016/11/25 15:28:01:421',4,0,0.014173,0.008924,0.008136,0.009449,0.014173,0.02021,0.01916,0.043045,0.269043,0.955566,0.020996,0,0,0,0,0,?,?,?,?
943,'2016/11/25 15:28:01:454',4,0,0.013386,0.008661,0.008661,0.009186,0.014436,0.020472,0.017323,0.041732,0.268555,0.951172,0.028809,0,0,0,0,0,?,?,?,?
944,'2016/11/25 15:28:01:486',4,0,0.013386,0.008924,0.008924,0.008924,0.014436,0.02021,0.016273,0.042257,0.270996,0.958008,0.027832,0,0,0,0,0,?,?,?,?
945,'2016/11/25 15:28:01:521',4,0,0.013386,0.009449,0.009974,0.009186,0.014436,0.01916,0.01601,0.042257,0.273926,0.95166,0.024902,0,0,0,0,0,?,?,?,?
946,'2016/11/25 15:28:01:553',4,0,0.013911,0.009711,0.009711,0.008924,0.014698,0.018635,0.01601,0.04252,0.276855,0.948242,0.022461,0,0,0,0,0,?,?,?,?
947,'2016/11/25 15:28:01:587',4,0,0.014436,0.009974,0.009186,0.008136,0.013911,0.017848,0.01601,0.040682,0.274902,0.948242,0.020508,0,0,0,0,0,?,?,?,?
948,'2016/11/25 15:28:01:620',4,0,0.014961,0.009711,0.008924,0.007874,0.014173,0.015748,0.016798,0.040945,0.270508,0.942383,0.024902,0,0,0,0,0,?,?,?,?
949,'2016/11/25 15:28:01:653',4,0,0.014698,0.009449,0.009186,0.007349,0.013648,0.014173,0.01601,0.039895,0.273438,0.945801,0.023926,0,0,0,0,0,?,?,?,?
950,'2016/11/25 15:28:01:686',4,0,0.014436,0.009186,0.009449,0.007612,0.013648,0.014698,0.015748,0.03937,0.274414,0.947266,0.020996,0,0,0,0,0,?,?,?,?
951,'2016/11/25 15:28:01:721',4,0,0.013386,0.009186,0.009449,0.007349,0.012861,0.015748,0.017323,0.038845,0.269043,0.949707,0.026367,0,0,0,0,0,?,?,?,?
952,'2016/11/25 15:28:01:753',4,0,0.013648,0.008661,0.009974,0.007612,0.012336,0.014961,0.016798,0.039108,0.272949,0.952148,0.029297,0,0,0,0,0,?,?,?,?
953,'2016/11/25 15:28:01:787',4,0,0.012861,0.008136,0.010236,0.007612,0.012598,0.013911,0.01706,0.038583,0.265137,0.949707,0.030273,0,0,0,0,0,?,?,?,?
954,'2016/11/25 15:28:01:820',4,0,0.013386,0.008136,0.009711,0.007874,0.012598,0.015748,0.017323,0.038583,0.266602,0.956055,0.022949,0,0,0,0,0,?,?,?,?
955,'2016/11/25 15:28:01:853',4,0,0.013386,0.008399,0.010236,0.008136,0.012598,0.015486,0.016798,0.039895,0.272949,0.950195,0.020508,0,0,0,0,0,?,?,?,?
956,'2016/11/25 15:28:01:886',4,0,0.012336,0.008399,0.009974,0.007874,0.013123,0.016273,0.018898,0.038583,0.27002,0.958984,0.018555,0,0,0,0,0,?,?,?,?
957,'2016/11/25 15:28:01:920',4,0,0.011811,0.008399,0.009974,0.007612,0.012598,0.016535,0.019685,0.040157,0.268555,0.946777,0.025879,0,0,0,0,0,?,?,?,?
958,'2016/11/25 15:28:01:954',4,0,0.011811,0.008136,0.009974,0.007874,0.012336,0.016798,0.01916,0.040945,0.269531,0.946777,0.025391,0,0,0,0,0,?,?,?,?
959,'2016/11/25 15:28:01:986',4,0,0.011549,0.008399,0.009974,0.007612,0.012598,0.017323,0.02021,0.04147,0.264648,0.953613,0.03125,0,0,0,0,0,?,?,?,?
960,'2016/11/25 15:28:02:019',4,0,0.011811,0.008399,0.009974,0.007349,0.012861,0.017848,0.02021,0.04252,0.268555,0.949219,0.025391,0,0,0,0,0,?,?,?,?
961,'2016/11/25 15:28:02:053',4,0,0.011286,0.008661,0.010236,0.007349,0.012073,0.01811,0.02021,0.042257,0.272461,0.955078,0.02002,0,0,0,0,0,?,?,?,?
962,'2016/11/25 15:28:02:086',4,0,0.012598,0.008661,0.009711,0.007349,0.012336,0.018373,0.02231,0.049606,0.268066,0.953125,0.021973,0,0,0,0,0,?,?,?,?
963,'2016/11/25 15:28:02:121',4,0,0.012336,0.008924,0.009449,0.007612,0.011811,0.018635,0.022835,0.051181,0.266602,0.952148,0.02832,0,0,0,0,0,?,?,?,?
964,'2016/11/25 15:28:02:154',4,0,0.012861,0.008924,0.008924,0.007087,0.010761,0.01811,0.022835,0.053018,0.266602,0.950195,0.028809,0,0,0,0,0,?,?,?,?
965,'2016/11/25 15:28:02:187',4,0,0.012598,0.008661,0.008661,0.006824,0.010499,0.01811,0.02336,0.053806,0.26416,0.952148,0.023438,0,0,0,0,0,?,?,?,?
966,'2016/11/25 15:28:02:220',4,0,0.013123,0.008661,0.008661,0.007087,0.011286,0.019685,0.024409,0.05643,0.271973,0.944824,0.020996,0,0,0,0,0,?,?,?,?
967,'2016/11/25 15:28:02:253',4,0,0.013386,0.008136,0.009186,0.007349,0.010761,0.019685,0.024672,0.056168,0.272461,0.940918,0.022461,0,0,0,0,0,?,?,?,?
