@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
1671,'2016/11/25 15:29:33:823',6,0,0.009186,0.009186,0.009449,0.008136,0.007874,0.019948,0.018373,0.043045,0.260742,0.957031,0.060547,0,0,0,0,0,?,?,?,?
1672,'2016/11/25 15:29:33:857',6,0,0.009449,0.009186,0.008924,0.007874,0.007874,0.019948,0.018373,0.043307,0.26123,0.945801,0.056641,0,0,0,0,0,?,?,?,?
1673,'2016/11/25 15:29:33:891',6,0,0.009974,0.009449,0.008661,0.007874,0.007874,0.019948,0.01811,0.044357,0.269531,0.957031,0.063477,0,0,0,0,0,?,?,?,?
1674,'2016/11/25 15:29:33:923',6,0,0.009711,0.009449,0.008661,0.008399,0.007612,0.02021,0.017848,0.045407,0.265625,0.955078,0.062988,0,0,0,0,0,?,?,?,?
1675,'2016/11/25 15:29:33:956',6,0,0.009711,0.009711,0.008924,0.008661,0.007349,0.020472,0.017323,0.045932,0.26123,0.951172,0.069824,0,0,0,0,0,?,?,?,?
1676,'2016/11/25 15:29:33:991',6,0,0.009711,0.009711,0.008661,0.008661,0.007349,0.020735,0.017585,0.045407,0.265137,0.948242,0.059082,0,0,0,0,0,?,?,?,?
1677,'2016/11/25 15:29:34:023',6,0,0.009186,0.009974,0.008399,0.008399,0.007349,0.019948,0.017848,0.044882,0.260254,0.955566,0.057129,0,0,0,0,0,?,?,?,?
1678,'2016/11/25 15:29:34:057',6,0,0.009186,0.009974,0.008661,0.008661,0.007349,0.018898,0.017848,0.044882,0.254883,0.95166,0.056641,0,0,0,0,0,?,?,?,?
1679,'2016/11/25 15:29:34:091',6,0,0.008924,0.010236,0.008661,0.008399,0.007349,0.018635,0.019423,0.043307,0.262207,0.952148,0.054199,0,0,0,0,0,?,?,?,?
1680,'2016/11/25 15:29:34:124',6,0,0.008661,0.009711,0.008924,0.008661,0.007612,0.019685,0.019685,0.043832,0.266113,0.956543,0.045898,0,0,0,0,0,?,?,?,?
1681,'2016/11/25 15:29:34:158',6,0,0.008661,0.009449,0.008924,0.008399,0.006824,0.01916,0.017585,0.03832,0.259766,0.953125,0.056641,0,0,0,0,0,?,?,?,?
1682,'2016/11/25 15:29:34:191',6,0,0.008399,0.009711,0.009186,0.008399,0.007087,0.019423,0.017323,0.038845,0.262695,0.951172,0.051758,0,0,0,0,0,?,?,?,?
1683,'2016/11/25 15:29:34:224',6,0,0.008661,0.009449,0.009186,0.008136,0.007349,0.019948,0.01706,0.039895,0.259766,0.951172,0.051758,0,0,0,0,0,?,?,?,?
1684,'2016/11/25 15:29:34:257',6,0,0.008924,0.008924,0.008661,0.007612,0.007349,0.02021,0.017323,0.040157,0.258789,0.947266,0.055664,0,0,0,0,0,?,?,?,?
1685,'2016/11/25 15:29:34:291',6,0,0.009974,0.009186,0.008924,0.007874,0.007087,0.020472,0.017585,0.037795,0.259766,0.95459,0.055664,0,0,0,0,0,?,?,?,?
1686,'2016/11/25 15:29:42:491',7,0,0.050919,0.028084,0.023622,0.065879,0.069291,0.051444,0.034121,0.049081,0,1.060059,0.722168,0,0,0,0,0,?,?,?,?
1687,'2016/11/25 15:29:42:524',7,0,0.050394,0.028609,0.02336,0.065879,0.069291,0.052231,0.033596,0.051181,0.195313,1.054199,0.672363,0,0,0,0,0,?,?,?,?
1688,'2016/11/25 15:29:42:557',7,0,0.051444,0.028609,0.023622,0.066667,0.069029,0.050919,0.034383,0.052493,0.291504,1.023438,0.711914,0,0,0,0,0,?,?,?,?
1689,'2016/11/25 15:29:42:590',7,0,0.050656,0.028609,0.023097,0.066667,0.069291,0.051968,0.033858,0.053543,0.415527,0.922852,0.605469,0,0,0,0,0,?,?,?,?
1690,'2016/11/25 15:29:42:624',7,0,0.055643,0.030184,0.022835,0.066667,0.069816,0.052231,0.034121,0.051968,0.494629,0.860352,0.391602,0,0,0,0,0,?,?,?,?
1691,'2016/11/25 15:29:42:656',7,0,0.049869,0.030709,0.02231,0.065879,0.070341,0.051181,0.032546,0.053018,0.442383,0.80127,0.236328,0,0,0,0,0,?,?,?,?
1692,'2016/11/25 15:29:42:691',7,0,0.046719,0.028346,0.017585,0.061942,0.071654,0.050656,0.028346,0.06063,0.320801,0.489258,0.036133,0,0,0,0,0,?,?,?,?
1693,'2016/11/25 15:29:42:723',7,0,0.052231,0.027822,0.019423,0.058005,0.072966,0.049606,0.027559,0.055643,0.339355,0.384277,0.041504,0,0,0,0,0,?,?,?,?
1694,'2016/11/25 15:29:42:758',7,0,0.057743,0.027297,0.018635,0.055906,0.070079,0.048556,0.026772,0.058005,0,0.541992,0.510254,0,0,0,0,0,?,?,?,?
1695,'2016/11/25 15:29:42:791',7,0,0.057743,0.027034,0.016798,0.048819,0.059055,0.045407,0.026772,0.060367,0.043945,0.508789,0.625977,0,0,0,0,0,?,?,?,?
1696,'2016/11/25 15:29:42:823',7,0,0.059318,0.027559,0.017848,0.043045,0.053018,0.043307,0.026509,0.062205,0.259277,0.370605,0.913086,0,0,0,0,0,?,?,?,?
1697,'2016/11/25 15:29:42:856',7,0,0.058793,0.027297,0.01811,0.044619,0.052493,0.045407,0.026509,0.059318,0.427246,0.370605,1.006348,0,0,0,0,0,?,?,?,?
1698,'2016/11/25 15:29:42:890',7,0,0.058268,0.027822,0.018898,0.043832,0.052756,0.046982,0.026772,0.058793,0.605469,0.766113,1.066406,0,0,0,0,0,?,?,?,?
1699,'2016/11/25 15:29:42:924',7,0,0.05853,0.028871,0.018635,0.051968,0.048294,0.046457,0.027559,0.061417,0.436035,1.226074,1.094238,0,0,0,0,0,?,?,?,?
1700,'2016/11/25 15:29:42:957',7,0,0.056168,0.029921,0.019423,0.061417,0.055906,0.047507,0.030971,0.063517,0.460938,1.030762,0.722168,0,0,0,0,0,?,?,?,?
1701,'2016/11/25 15:29:42:992',7,0,0.061155,0.035696,0.020997,0.067717,0.053018,0.047507,0.032021,0.060367,0.710449,0.638672,0.525391,0,0,0,0,0,?,?,?,?
1702,'2016/11/25 15:29:43:024',7,0,0.061417,0.036745,0.020472,0.070866,0.051181,0.047769,0.031234,0.060892,0.51709,0.790039,0.514648,0,0,0,0,0,?,?,?,?
1703,'2016/11/25 15:29:43:057',7,0,0.062992,0.04147,0.020735,0.074016,0.054331,0.049344,0.030971,0.060367,0.337891,0.679199,0.125488,0,0,0,0,0,?,?,?,?
1704,'2016/11/25 15:29:43:091',7,0,0.063517,0.041732,0.019423,0.072703,0.053806,0.048819,0.033071,0.061417,0.32959,0.500488,0.074219,0,0,0,0,0,?,?,?,?
1705,'2016/11/25 15:29:43:124',7,0,0.060105,0.04042,0.019423,0.072703,0.051969,0.049606,0.033071,0.06168,0.193848,0.378418,0.290039,0,0,0,0,0,?,?,?,?
1706,'2016/11/25 15:29:43:157',7,0,0.06063,0.042782,0.020997,0.074803,0.053543,0.047769,0.032021,0.062467,0.071777,0.418457,0.262695,0,0,0,0,0,?,?,?,?
1707,'2016/11/25 15:29:43:191',7,0,0.063255,0.050131,0.020997,0.073491,0.053806,0.051969,0.034383,0.065354,0.189941,0.578613,0.326172,0,0,0,0,0,?,?,?,?
1708,'2016/11/25 15:29:43:224',7,0,0.06168,0.049344,0.020472,0.074541,0.054856,0.055381,0.036483,0.070866,0.100586,0.553711,0.522949,0,0,0,0,0,?,?,?,?
1709,'2016/11/25 15:29:43:257',7,0,0.058268,0.053543,0.02021,0.075853,0.061417,0.073228,0.044094,0.071916,0.354004,0.697754,0.76123,0,0,0,0,0,?,?,?,?
1710,'2016/11/25 15:29:43:290',7,0,0.066929,0.052231,0.019423,0.077165,0.065354,0.076115,0.044094,0.072703,0.029785,1.582031,0.930664,0,0,0,0,0,?,?,?,?
1711,'2016/11/25 15:29:43:324',7,0,0.083465,0.055118,0.018898,0.077165,0.066142,0.079528,0.044619,0.074016,0.45459,1.569824,1.487793,0,0,0,0,0,?,?,?,?
1712,'2016/11/25 15:29:43:358',7,0,0.083989,0.054593,0.018898,0.07664,0.066142,0.080315,0.044882,0.071129,0.54541,1.141602,1.494629,0,0,0,0,0,?,?,?,?
1713,'2016/11/25 15:29:43:391',7,0,0.086089,0.054593,0.018898,0.075591,0.065617,0.078215,0.044882,0.072178,0.5625,1.056152,1.444336,0,0,0,0,0,?,?,?,?
1714,'2016/11/25 15:29:43:424',7,0,0.088451,0.054068,0.017585,0.074278,0.063255,0.072441,0.045669,0.072966,0.623047,0.720215,0.935059,0,0,0,0,0,?,?,?,?
1715,'2016/11/25 15:29:43:457',7,0,0.091076,0.053543,0.017848,0.074541,0.06378,0.070341,0.044882,0.073228,0.689941,0.633789,0.748535,0,0,0,0,0,?,?,?,?
1716,'2016/11/25 15:29:43:491',7,0,0.096588,0.053806,0.017848,0.075328,0.064304,0.069291,0.045669,0.074278,0.574219,0.501953,0.443359,0,0,0,0,0,?,?,?,?
1717,'2016/11/25 15:29:43:524',7,0,0.109186,0.055906,0.018635,0.075328,0.064829,0.069029,0.046719,0.075328,0.421875,0.506348,0.241699,0,0,0,0,0,?,?,?,?
1718,'2016/11/25 15:29:43:557',7,0,0.115486,0.060367,0.018898,0.07979,0.065354,0.069554,0.045669,0.076378,0.375977,0.36377,0.200195,0,0,0,0,0,?,?,?,?
1719,'2016/11/25 15:29:43:591',7,0,0.117848,0.062467,0.01916,0.080577,0.065617,0.069554,0.046982,0.078478,0.219238,0.263184,0.072754,0,0,0,0,0,?,?,?,?
1720,'2016/11/25 15:29:43:624',7,0,0.117848,0.064042,0.019948,0.080577,0.066929,0.069554,0.046982,0.079003,0.508301,0.829102,0.211914,0,0,0,0,0,?,?,?,?
1721,'2016/11/25 15:29:43:658',7,0,0.11916,0.066929,0.019685,0.080315,0.067192,0.069029,0.047769,0.079003,0.501465,0.68457,0.024902,0,0,0,0,0,?,?,?,?
1722,'2016/11/25 15:29:43:692',7,0,0.121785,0.068241,0.019948,0.079265,0.064304,0.073753,0.049869,0.073228,0.442383,0.411133,0.134766,0,0,0,0,0,?,?,?,?
1723,'2016/11/25 15:29:43:725',7,0,0.118898,0.069029,0.01811,0.074016,0.05853,0.07664,0.052756,0.074016,0.317871,1.025879,0.32666,0,0,0,0,0,?,?,?,?
1724,'2016/11/25 15:29:43:757',7,0,0.113386,0.068504,0.017848,0.073753,0.060105,0.080577,0.055643,0.070341,0.097168,1.672363,0.193848,0,0,0,0,0,?,?,?,?
1725,'2016/11/25 15:29:43:791',7,0,0.114698,0.068766,0.02126,0.071391,0.05748,0.096063,0.058268,0.067717,0.000488,1.629395,0.155273,0,0,0,0,0,?,?,?,?
1726,'2016/11/25 15:29:43:824',7,0,0.114173,0.069029,0.02021,0.071916,0.055643,0.1,0.05853,0.064567,0.375488,1.008789,0.1875,0,0,0,0,0,?,?,?,?
1727,'2016/11/25 15:29:43:857',7,0,0.114961,0.070341,0.02126,0.076378,0.057218,0.099213,0.05853,0.065092,0.294922,1.404785,0.507324,0,0,0,0,0,?,?,?,?
1728,'2016/11/25 15:29:43:891',7,0,0.116535,0.070079,0.023622,0.076903,0.057218,0.101575,0.06063,0.067192,0.041992,1.163574,0.405762,0,0,0,0,0,?,?,?,?
1729,'2016/11/25 15:29:43:923',7,0,0.114173,0.069554,0.025984,0.070866,0.055906,0.112073,0.06168,0.064042,0.626953,0.561523,0.104492,0,0,0,0,0,?,?,?,?
1730,'2016/11/25 15:29:43:957',7,0,0.114698,0.066929,0.023885,0.056955,0.048556,0.114173,0.061155,0.062992,0.632813,0.35498,0.001465,0,0,0,0,0,?,?,?,?
1731,'2016/11/25 15:29:43:992',7,0,0.117585,0.061155,0.025197,0.052756,0.048294,0.114698,0.060367,0.065617,0.537598,0.011719,0.003418,0,0,0,0,0,?,?,?,?
1732,'2016/11/25 15:29:44:024',7,0,0.120472,0.06168,0.024934,0.044357,0.045407,0.118635,0.071391,0.072441,1.363281,0.234375,0.254395,0,0,0,0,0,?,?,?,?
1733,'2016/11/25 15:29:44:057',7,0,0.123884,0.056168,0.024934,0.040682,0.043307,0.12336,0.076903,0.077428,0.687988,0.924316,0.485352,0,0,0,0,0,?,?,?,?
1734,'2016/11/25 15:29:44:090',7,0,0.125722,0.056168,0.027034,0.041207,0.044094,0.126509,0.078215,0.076378,1.29541,0.756348,1.183594,0,0,0,0,0,?,?,?,?
1735,'2016/11/25 15:29:44:123',7,0,0.129396,0.057218,0.027297,0.040157,0.045669,0.126509,0.07874,0.076115,1.302246,0.535156,0.588867,0,0,0,0,0,?,?,?,?
1736,'2016/11/25 15:29:44:158',7,0,0.133596,0.055906,0.025459,0.038583,0.043832,0.124934,0.07874,0.077953,1.350098,0.367188,0.185547,0,0,0,0,0,?,?,?,?
1737,'2016/11/25 15:29:44:192',7,0,0.130446,0.048294,0.025722,0.038845,0.04357,0.12021,0.076903,0.076903,1.462402,0.286133,0.19043,0,0,0,0,0,?,?,?,?
1738,'2016/11/25 15:29:44:225',7,0,0.138845,0.053281,0.027034,0.040682,0.045669,0.11601,0.075591,0.071916,1.345215,0.14502,0.146484,0,0,0,0,0,?,?,?,?
1739,'2016/11/25 15:29:44:257',7,0,0.132546,0.051444,0.027822,0.039633,0.040157,0.099738,0.070341,0.074803,1.125,0.183105,0.083984,0,0,0,0,0,?,?,?,?
1740,'2016/11/25 15:29:44:291',7,0,0.129396,0.055381,0.027822,0.038058,0.03937,0.095276,0.067717,0.073753,0.701172,0.677246,0.105957,0,0,0,0,0,?,?,?,?
1741,'2016/11/25 15:29:44:324',7,0,0.114698,0.051706,0.028084,0.037533,0.04042,0.092651,0.068241,0.074278,0.15625,0.608398,0.208984,0,0,0,0,0,?,?,?,?
1742,'2016/11/25 15:29:44:357',7,0,0.119685,0.054593,0.028871,0.038058,0.04147,0.097638,0.070341,0.076115,1.282227,0.756836,0.214355,0,0,0,0,0,?,?,?,?
1743,'2016/11/25 15:29:44:390',7,0,0.119947,0.053543,0.028609,0.037795,0.044882,0.10105,0.073228,0.074803,0.759277,0.566406,0.126465,0,0,0,0,0,?,?,?,?
1744,'2016/11/25 15:29:44:423',7,0,0.11706,0.053543,0.029396,0.037533,0.047244,0.103937,0.071391,0.073753,0.324707,1.23877,0.302246,0,0,0,0,0,?,?,?,?
1745,'2016/11/25 15:29:44:457',7,0,0.116535,0.054593,0.030971,0.041207,0.050656,0.107612,0.080577,0.073491,0.154785,1.447754,0.214355,0,0,0,0,0,?,?,?,?
1746,'2016/11/25 15:29:44:491',7,0,0.115748,0.055906,0.032021,0.049344,0.05643,0.105774,0.079528,0.072703,0.057617,1.114258,0.480957,0,0,0,0,0,?,?,?,?
1747,'2016/11/25 15:29:44:524',7,0,0.103412,0.054856,0.032546,0.050131,0.057218,0.105774,0.07874,0.070604,0.069824,1.441406,0.568359,0,0,0,0,0,?,?,?,?
1748,'2016/11/25 15:29:44:558',7,0,0.095801,0.050394,0.032808,0.045144,0.05748,0.106037,0.07979,0.067454,0.076172,1.035156,0.498535,0,0,0,0,0,?,?,?,?
1749,'2016/11/25 15:29:44:591',7,0,0.093701,0.048819,0.033071,0.049081,0.061942,0.103675,0.081365,0.065617,0.70752,0.836426,0.491699,0,0,0,0,0,?,?,?,?
1750,'2016/11/25 15:29:44:623',7,0,0.100787,0.048819,0.035433,0.050919,0.060367,0.103937,0.081627,0.065879,0.665527,0.437988,0.252441,0,0,0,0,0,?,?,?,?
1751,'2016/11/25 15:29:44:657',7,0,0.0979,0.046194,0.03727,0.052231,0.05958,0.106037,0.082415,0.069291,0.493164,0.268066,0.062012,0,0,0,0,0,?,?,?,?
1752,'2016/11/25 15:29:44:691',7,0,0.100787,0.046457,0.037008,0.052231,0.059055,0.101575,0.080315,0.070604,0.373535,0.223145,0.439941,0,0,0,0,0,?,?,?,?
1753,'2016/11/25 15:29:44:724',7,0,0.09895,0.047507,0.036745,0.052756,0.060892,0.103937,0.077428,0.073753,0.30127,0.104004,0.556152,0,0,0,0,0,?,?,?,?
1754,'2016/11/25 15:29:44:761',7,0,0.09895,0.049869,0.037795,0.053806,0.058793,0.106037,0.075591,0.073753,0.124023,0.100098,1.223145,0,0,0,0,0,?,?,?,?
1755,'2016/11/25 15:29:44:790',7,0,0.106037,0.049606,0.034383,0.053543,0.06273,0.090289,0.07874,0.078215,0.946777,0.791504,1.269043,0,0,0,0,0,?,?,?,?
1756,'2016/11/25 15:29:44:824',7,0,0.110236,0.051181,0.034121,0.053018,0.071916,0.102625,0.082415,0.082415,0.030273,0.877441,1.116211,0,0,0,0,0,?,?,?,?
1757,'2016/11/25 15:29:44:858',7,0,0.113123,0.050131,0.032808,0.045669,0.069029,0.101837,0.085564,0.082152,0.62207,1.633789,1.347168,0,0,0,0,0,?,?,?,?
1758,'2016/11/25 15:29:44:891',7,0,0.117848,0.050131,0.030184,0.044619,0.070866,0.103412,0.087139,0.08294,0.723633,1.181641,1.388672,0,0,0,0,0,?,?,?,?
1759,'2016/11/25 15:29:44:924',7,0,0.119947,0.052231,0.028609,0.03937,0.071129,0.094226,0.089239,0.085039,0.64209,0.772461,1.282227,0,0,0,0,0,?,?,?,?
1760,'2016/11/25 15:29:44:958',7,0,0.12231,0.055381,0.028346,0.039895,0.071129,0.091339,0.087402,0.083727,0.602539,0.537598,1.208984,0,0,0,0,0,?,?,?,?
1761,'2016/11/25 15:29:44:991',7,0,0.122047,0.056693,0.027034,0.039108,0.071654,0.090026,0.085564,0.084514,0.573242,0.166016,1.07666,0,0,0,0,0,?,?,?,?
1762,'2016/11/25 15:29:45:024',7,0,0.128871,0.057218,0.027034,0.039895,0.071391,0.085564,0.076378,0.078215,0.265137,0.318848,0.586914,0,0,0,0,0,?,?,?,?
1763,'2016/11/25 15:29:45:057',7,0,0.125459,0.06273,0.028609,0.039895,0.071129,0.079003,0.071654,0.075328,0.136719,0.430176,0.368652,0,0,0,0,0,?,?,?,?
1764,'2016/11/25 15:29:45:091',7,0,0.124409,0.06168,0.025984,0.039633,0.070866,0.075853,0.069029,0.076115,0.11377,0.259277,0.130859,0,0,0,0,0,?,?,?,?
1765,'2016/11/25 15:29:45:123',7,0,0.125984,0.064304,0.030446,0.04042,0.071129,0.074016,0.069291,0.080052,0.292969,0.132324,0.019531,0,0,0,0,0,?,?,?,?
1766,'2016/11/25 15:29:45:158',7,0,0.124409,0.06273,0.032808,0.044357,0.071391,0.07874,0.071654,0.077428,0.427246,0.546387,0.019531,0,0,0,0,0,?,?,?,?
1767,'2016/11/25 15:29:45:191',7,0,0.129659,0.064042,0.033333,0.045669,0.073228,0.08189,0.075066,0.080577,1.376465,0.531738,0.244141,0,0,0,0,0,?,?,?,?
1768,'2016/11/25 15:29:45:224',7,0,0.12231,0.060367,0.037008,0.049869,0.083202,0.091601,0.084252,0.07979,1.146973,0.088379,0.125488,0,0,0,0,0,?,?,?,?
1769,'2016/11/25 15:29:45:257',7,0,0.127034,0.059843,0.03727,0.050131,0.090814,0.105774,0.092126,0.079003,0.811035,1.005371,0.080566,0,0,0,0,0,?,?,?,?
1770,'2016/11/25 15:29:45:290',7,0,0.125197,0.059318,0.03727,0.05643,0.088976,0.105774,0.09685,0.079003,0.796387,1.597168,0.066895,0,0,0,0,0,?,?,?,?
1771,'2016/11/25 15:29:45:324',7,0,0.123097,0.06168,0.037008,0.05748,0.088714,0.112336,0.099738,0.082415,0.425293,1.12793,0.068359,0,0,0,0,0,?,?,?,?
1772,'2016/11/25 15:29:45:357',7,0,0.118373,0.058793,0.038058,0.056693,0.088189,0.107349,0.1021,0.084777,0.291504,1.479492,0.010254,0,0,0,0,0,?,?,?,?
1773,'2016/11/25 15:29:45:391',7,0,0.11706,0.062467,0.039895,0.058005,0.087139,0.107874,0.108924,0.092126,0.425293,1.553223,0.108398,0,0,0,0,0,?,?,?,?
1774,'2016/11/25 15:29:45:423',7,0,0.118635,0.061942,0.039895,0.05853,0.087402,0.104462,0.110761,0.093176,0.246582,1.333984,0.677246,0,0,0,0,0,?,?,?,?
1775,'2016/11/25 15:29:45:457',7,0,0.120735,0.06378,0.03832,0.055906,0.086352,0.102625,0.103412,0.093438,0.083984,1.818848,0.894043,0,0,0,0,0,?,?,?,?
1776,'2016/11/25 15:29:45:491',7,0,0.119685,0.06273,0.038058,0.048819,0.080577,0.112861,0.111024,0.09685,0.069824,1.720215,0.646973,0,0,0,0,0,?,?,?,?
1777,'2016/11/25 15:29:45:524',7,0,0.123622,0.060892,0.037008,0.048031,0.083989,0.113911,0.117585,0.099475,0.074707,1.564453,0.408203,0,0,0,0,0,?,?,?,?
1778,'2016/11/25 15:29:45:557',7,0,0.126509,0.06168,0.037008,0.047769,0.085827,0.11601,0.11811,0.101837,0.318359,1.453613,0.404297,0,0,0,0,0,?,?,?,?
1779,'2016/11/25 15:29:45:590',7,0,0.128609,0.06273,0.03622,0.044357,0.083465,0.120735,0.11706,0.102362,0.756836,0.97998,0.429688,0,0,0,0,0,?,?,?,?
1780,'2016/11/25 15:29:45:623',7,0,0.117323,0.059843,0.033596,0.04252,0.085039,0.122835,0.116798,0.101312,0.803223,1.036621,0.184082,0,0,0,0,0,?,?,?,?
1781,'2016/11/25 15:29:45:657',7,0,0.11601,0.059055,0.033333,0.043045,0.085039,0.123884,0.114961,0.097113,0.784668,1.447754,0.23877,0,0,0,0,0,?,?,?,?
1782,'2016/11/25 15:29:45:691',7,0,0.113648,0.05748,0.033596,0.042257,0.085039,0.126509,0.118635,0.091076,0.731445,1.280762,0.288086,0,0,0,0,0,?,?,?,?
1783,'2016/11/25 15:29:45:723',7,0,0.112336,0.056693,0.033596,0.042257,0.086089,0.12336,0.12021,0.087139,0.609375,1.557617,0.158691,0,0,0,0,0,?,?,?,?
1784,'2016/11/25 15:29:45:757',7,0,0.113386,0.055118,0.033071,0.04147,0.085564,0.117323,0.120997,0.086614,0.509766,1.851563,0.034668,0,0,0,0,0,?,?,?,?
1785,'2016/11/25 15:29:45:791',7,0,0.105774,0.056168,0.033596,0.04147,0.081365,0.118898,0.117585,0.086089,0.340332,1.598145,0.006348,0,0,0,0,0,?,?,?,?
1786,'2016/11/25 15:29:45:824',7,0,0.1021,0.054331,0.033071,0.042257,0.072178,0.10315,0.113911,0.087926,0.427246,1.438477,0.016113,0,0,0,0,0,?,?,?,?
1787,'2016/11/25 15:29:45:857',7,0,0.098688,0.054331,0.032808,0.04252,0.072178,0.105249,0.112861,0.090814,0.392578,1.428223,0.052734,0,0,0,0,0,?,?,?,?
1788,'2016/11/25 15:29:45:891',7,0,0.10315,0.056693,0.032021,0.042257,0.070079,0.100787,0.111286,0.086614,0.305176,1.162109,0.046875,0,0,0,0,0,?,?,?,?
1789,'2016/11/25 15:29:45:924',7,0,0.101837,0.054856,0.031759,0.04252,0.070866,0.099738,0.109449,0.083727,0.297363,0.873535,0.190918,0,0,0,0,0,?,?,?,?
1790,'2016/11/25 15:29:45:957',7,0,0.101575,0.054331,0.031759,0.04252,0.071654,0.101837,0.110761,0.084514,0.424805,1.068848,0.063965,0,0,0,0,0,?,?,?,?
1791,'2016/11/25 15:29:45:991',7,0,0.095538,0.053543,0.030184,0.04147,0.069816,0.102625,0.112861,0.082152,1.046875,1.283203,0.055176,0,0,0,0,0,?,?,?,?
1792,'2016/11/25 15:29:46:025',7,0,0.088451,0.050656,0.030709,0.045669,0.072703,0.102625,0.110761,0.081102,0.891602,0.541504,0.606934,0,0,0,0,0,?,?,?,?
1793,'2016/11/25 15:29:46:058',7,0,0.092388,0.047507,0.030709,0.048556,0.074016,0.109711,0.113386,0.080577,0.660156,0.104492,0.641602,0,0,0,0,0,?,?,?,?
1794,'2016/11/25 15:29:46:090',7,0,0.090814,0.049869,0.035958,0.057743,0.080052,0.115223,0.120997,0.083465,0.464844,0.200195,0.847656,0,0,0,0,0,?,?,?,?
1795,'2016/11/25 15:29:46:124',7,0,0.085564,0.043307,0.031759,0.056693,0.078478,0.115223,0.120472,0.079528,0.405762,0.664551,0.647461,0,0,0,0,0,?,?,?,?
1796,'2016/11/25 15:29:46:158',7,0,0.083989,0.04357,0.029659,0.053018,0.083727,0.12126,0.117323,0.085827,0.617676,0.572754,0.456543,0,0,0,0,0,?,?,?,?
1797,'2016/11/25 15:29:46:191',7,0,0.080315,0.041995,0.028609,0.051706,0.082152,0.11916,0.115486,0.08189,0.696777,0.883301,0.111816,0,0,0,0,0,?,?,?,?
1798,'2016/11/25 15:29:46:224',7,0,0.08084,0.04147,0.024147,0.046457,0.069554,0.115486,0.106299,0.083989,0.597656,1.239258,0.007813,0,0,0,0,0,?,?,?,?
1799,'2016/11/25 15:29:46:259',7,0,0.077165,0.045932,0.023622,0.046457,0.062205,0.105249,0.10105,0.08084,0.335449,1.287598,0.070801,0,0,0,0,0,?,?,?,?
1800,'2016/11/25 15:29:46:291',7,0,0.073491,0.044882,0.024409,0.042257,0.064304,0.105512,0.099738,0.079265,0.452148,1.042969,0.129395,0,0,0,0,0,?,?,?,?
1801,'2016/11/25 15:29:46:324',7,0,0.080052,0.04357,0.024409,0.042257,0.061942,0.099475,0.099475,0.074541,0.528809,0.741211,0.164063,0,0,0,0,0,?,?,?,?
1802,'2016/11/25 15:29:46:358',7,0,0.083465,0.044619,0.024672,0.046982,0.067454,0.106562,0.105774,0.072178,0.794922,0.666504,0.193359,0,0,0,0,0,?,?,?,?
1803,'2016/11/25 15:29:46:391',7,0,0.093176,0.040945,0.02336,0.045669,0.065617,0.105774,0.1,0.068504,0.769531,0.947266,0.335449,0,0,0,0,0,?,?,?,?
1804,'2016/11/25 15:29:46:424',7,0,0.093176,0.041207,0.022835,0.046982,0.066667,0.111286,0.104987,0.069029,1.717285,0.723145,0.716797,0,0,0,0,0,?,?,?,?
1805,'2016/11/25 15:29:46:457',7,0,0.094751,0.03832,0.022835,0.045669,0.063517,0.111286,0.106037,0.067192,2.058105,0.867188,1.01416,0,0,0,0,0,?,?,?,?
1806,'2016/11/25 15:29:46:491',7,0,0.093963,0.038583,0.022835,0.045669,0.064829,0.104987,0.101312,0.064567,1.774902,1.067383,0.63916,0,0,0,0,0,?,?,?,?
1807,'2016/11/25 15:29:46:524',7,0,0.091339,0.038845,0.022572,0.045407,0.06273,0.106562,0.094751,0.061417,1.678223,1.21582,0.412109,0,0,0,0,0,?,?,?,?
1808,'2016/11/25 15:29:46:558',7,0,0.093701,0.03937,0.02231,0.046457,0.062205,0.106299,0.092126,0.058793,1.415527,1.117676,0.211914,0,0,0,0,0,?,?,?,?
1809,'2016/11/25 15:29:46:591',7,0,0.094751,0.038845,0.022835,0.045407,0.060367,0.102625,0.092388,0.059318,1.355469,1.133301,0.18457,0,0,0,0,0,?,?,?,?
1810,'2016/11/25 15:29:46:624',7,0,0.101837,0.03937,0.02231,0.046719,0.060367,0.100787,0.092913,0.059055,1.195313,1.140137,0.04248,0,0,0,0,0,?,?,?,?
1811,'2016/11/25 15:29:46:657',7,0,0.102362,0.043045,0.021522,0.044619,0.059318,0.098425,0.096325,0.059318,1.074707,1.023438,0.089844,0,0,0,0,0,?,?,?,?
1812,'2016/11/25 15:29:46:691',7,0,0.103412,0.043045,0.020997,0.044619,0.059055,0.095538,0.094488,0.05853,0.822266,0.933105,0.07959,0,0,0,0,0,?,?,?,?
