@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
330,'2016/11/25 15:22:09:274',2,81.199997,0.095801,0.110236,0.147769,0.058005,0.055118,0.023097,0.044094,0.028084,0.245605,0.960449,0.120605,0,0,0,0,0,?,?,?,1
331,'2016/11/25 15:22:09:306',2,81.199997,0.095013,0.107874,0.143307,0.05958,0.054593,0.022572,0.046719,0.027559,0.248047,0.962891,0.12207,0,0,0,0,0,?,?,?,1
332,'2016/11/25 15:22:09:340',2,81.199997,0.092913,0.107349,0.144619,0.05748,0.051181,0.022047,0.048294,0.027559,0.24707,0.942383,0.125488,0,0,0,0,0,?,?,?,1
333,'2016/11/25 15:22:09:373',2,81.199997,0.090551,0.113123,0.145932,0.05853,0.049869,0.02336,0.047244,0.027822,0.242676,0.942383,0.124512,0,0,0,0,0,?,?,?,1
334,'2016/11/25 15:22:09:407',2,81.199997,0.090289,0.112861,0.146457,0.05643,0.051968,0.022572,0.044094,0.028084,0.257324,0.96875,0.124512,0,0,0,0,0,?,?,?,1
335,'2016/11/25 15:22:09:441',2,81.199997,0.090289,0.109186,0.152493,0.055906,0.049344,0.022572,0.045407,0.027822,0.242676,0.943848,0.124512,0,0,0,0,0,?,?,?,1
336,'2016/11/25 15:22:09:474',2,81.199997,0.090026,0.106562,0.150131,0.055118,0.050131,0.02126,0.045669,0.028084,0.243652,0.958496,0.122559,0,0,0,0,0,?,?,?,1
337,'2016/11/25 15:22:09:507',2,81.199997,0.098425,0.114436,0.153543,0.055906,0.049081,0.020472,0.045407,0.028609,0.244629,0.960449,0.131348,0,0,0,0,0,?,?,?,1
338,'2016/11/25 15:22:09:540',2,81.199997,0.1,0.114173,0.153281,0.054331,0.049344,0.022835,0.045144,0.029396,0.244141,0.957031,0.121094,0,0,0,0,0,?,?,?,1
339,'2016/11/25 15:22:09:574',2,81.199997,0.100262,0.116273,0.148031,0.054068,0.046457,0.020997,0.043045,0.030184,0.244629,0.951172,0.119141,0,0,0,0,0,?,?,?,1
340,'2016/11/25 15:22:09:607',2,81.090912,0.096063,0.121522,0.150131,0.05643,0.046194,0.019685,0.040157,0.030184,0.246094,0.961426,0.116211,0,0,0,0,0,?,?,?,1
341,'2016/11/25 15:22:09:641',2,80.900002,0.097113,0.117323,0.149869,0.060367,0.045407,0.019685,0.039108,0.031496,0.24707,0.953125,0.124023,0,0,0,0,0,?,?,?,1
342,'2016/11/25 15:22:09:674',2,80.900002,0.091864,0.118898,0.139633,0.056693,0.045144,0.019948,0.04147,0.030446,0.243164,0.961426,0.120605,0,0,0,0,0,?,?,?,1
343,'2016/11/25 15:22:09:707',2,80.900002,0.096588,0.11811,0.140945,0.055906,0.045932,0.019948,0.03937,0.029134,0.250977,0.959473,0.118164,0,0,0,0,0,?,?,?,1
344,'2016/11/25 15:22:09:741',2,80.900002,0.093963,0.118635,0.141995,0.058268,0.047244,0.01916,0.04147,0.029396,0.242188,0.953125,0.126465,0,0,0,0,0,?,?,?,1
345,'2016/11/25 15:22:09:775',2,80.900002,0.091601,0.111024,0.144882,0.058005,0.049869,0.019948,0.04252,0.028609,0.242188,0.945801,0.118652,0,0,0,0,0,?,?,?,1
346,'2016/11/25 15:22:09:807',2,80.900002,0.093438,0.111024,0.145669,0.05853,0.053543,0.021522,0.042782,0.029134,0.243164,0.956055,0.108398,0,0,0,0,0,?,?,?,1
347,'2016/11/25 15:22:09:840',2,80.900002,0.089764,0.109186,0.142782,0.05748,0.054068,0.020997,0.04252,0.029134,0.242188,0.96875,0.116699,0,0,0,0,0,?,?,?,1
348,'2016/11/25 15:22:09:875',2,80.900002,0.088976,0.101575,0.150131,0.055381,0.058005,0.021522,0.040945,0.029659,0.242188,0.945801,0.117676,0,0,0,0,0,?,?,?,1
349,'2016/11/25 15:22:09:907',2,80.900002,0.089764,0.12231,0.151181,0.054331,0.05748,0.022572,0.04147,0.027559,0.241211,0.957031,0.119141,0,0,0,0,0,?,?,?,1
350,'2016/11/25 15:22:09:942',2,80.900002,0.088714,0.126772,0.150656,0.050394,0.055906,0.022835,0.041732,0.025722,0.243164,0.958496,0.125,0,0,0,0,0,?,?,?,1
351,'2016/11/25 15:22:09:975',2,80.900002,0.089501,0.133071,0.149081,0.050394,0.05853,0.023622,0.041207,0.02336,0.245605,0.949219,0.119141,0,0,0,0,0,?,?,?,1
352,'2016/11/25 15:22:10:007',2,80.900002,0.084514,0.129659,0.159842,0.052231,0.058005,0.023622,0.041207,0.022047,0.246582,0.961426,0.120117,0,0,0,0,0,?,?,?,1
353,'2016/11/25 15:22:10:040',2,80.900002,0.079528,0.129396,0.161417,0.052231,0.057743,0.023622,0.040157,0.023097,0.243164,0.963379,0.11084,0,0,0,0,0,?,?,?,1
354,'2016/11/25 15:22:10:074',2,80.900002,0.083465,0.137008,0.168504,0.052231,0.058005,0.02336,0.04147,0.023622,0.243164,0.951172,0.120117,0,0,0,0,0,?,?,?,1
355,'2016/11/25 15:22:10:107',2,80.818184,0.084777,0.14252,0.159055,0.053018,0.059055,0.022835,0.04147,0.023097,0.242188,0.945801,0.119629,0,0,0,0,0,?,?,?,1
356,'2016/11/25 15:22:10:140',2,80.599998,0.085302,0.142782,0.165354,0.051968,0.056693,0.023097,0.044357,0.024409,0.246582,0.964844,0.122559,0,0,0,0,0,?,?,?,1
357,'2016/11/25 15:22:10:174',2,80.599998,0.083202,0.144619,0.165879,0.053806,0.057218,0.025722,0.045932,0.024409,0.247559,0.956543,0.117188,0,0,0,0,0,?,?,?,1
358,'2016/11/25 15:22:10:208',2,80.599998,0.086352,0.14252,0.164567,0.055643,0.062467,0.026772,0.046457,0.024672,0.239746,0.958984,0.119141,0,0,0,0,0,?,?,?,1
359,'2016/11/25 15:22:10:241',2,80.599998,0.085827,0.14042,0.160892,0.054856,0.061417,0.028084,0.046194,0.02336,0.244141,0.972168,0.118164,0,0,0,0,0,?,?,?,1
360,'2016/11/25 15:22:10:275',2,80.599998,0.081365,0.137533,0.155906,0.05643,0.06063,0.028871,0.045932,0.024409,0.246094,0.958496,0.126953,0,0,0,0,0,?,?,?,1
361,'2016/11/25 15:22:10:308',2,80.599998,0.081102,0.144882,0.155906,0.055643,0.058793,0.029134,0.044882,0.027034,0.242676,0.950195,0.121094,0,0,0,0,0,?,?,?,1
362,'2016/11/25 15:22:10:340',2,80.599998,0.079265,0.144619,0.156693,0.05958,0.061417,0.029134,0.042257,0.026772,0.249023,0.942871,0.126953,0,0,0,0,0,?,?,?,1
363,'2016/11/25 15:22:10:374',2,80.599998,0.082415,0.142257,0.15748,0.058793,0.061155,0.026772,0.042782,0.027034,0.248047,0.959473,0.123047,0,0,0,0,0,?,?,?,1
364,'2016/11/25 15:22:10:406',2,80.599998,0.08294,0.139108,0.165879,0.063517,0.063255,0.027559,0.043832,0.028346,0.244141,0.95459,0.118164,0,0,0,0,0,?,?,?,1
365,'2016/11/25 15:22:10:440',2,80.599998,0.081365,0.140945,0.156693,0.065617,0.067192,0.029134,0.04252,0.030709,0.244141,0.954102,0.121094,0,0,0,0,0,?,?,?,1
366,'2016/11/25 15:22:10:473',2,80.599998,0.078478,0.147769,0.170604,0.067192,0.067979,0.029659,0.042257,0.031234,0.246582,0.957031,0.120117,0,0,0,0,0,?,?,?,1
367,'2016/11/25 15:22:10:506',2,80.599998,0.071916,0.13727,0.168766,0.062992,0.069816,0.030971,0.04042,0.033596,0.247559,0.956543,0.12793,0,0,0,0,0,?,?,?,1
368,'2016/11/25 15:22:10:541',2,80.599998,0.071391,0.136483,0.171391,0.062467,0.065617,0.029396,0.04042,0.032808,0.241699,0.947754,0.123535,0,0,0,0,0,?,?,?,1
369,'2016/11/25 15:22:10:575',2,80.599998,0.068504,0.136745,0.164042,0.064042,0.071129,0.029134,0.04252,0.033071,0.241699,0.955078,0.120605,0,0,0,0,0,?,?,?,1
370,'2016/11/25 15:22:10:616',2,80.545456,0.068766,0.130971,0.168241,0.063255,0.073753,0.030184,0.043307,0.033071,0.25,0.96875,0.120605,0,0,0,0,0,?,?,?,1
371,'2016/11/25 15:22:10:640',2,80.400002,0.065879,0.131759,0.18084,0.05958,0.074541,0.031496,0.042257,0.032546,0.237793,0.95166,0.124023,0,0,0,0,0,?,?,?,1
372,'2016/11/25 15:22:10:674',2,80.400002,0.070604,0.130971,0.179003,0.059055,0.072703,0.032283,0.040945,0.033596,0.248047,0.964844,0.115723,0,0,0,0,0,?,?,?,1
373,'2016/11/25 15:22:10:707',2,80.400002,0.069554,0.130446,0.174278,0.05853,0.067717,0.032546,0.041995,0.033596,0.25,0.956055,0.124023,0,0,0,0,0,?,?,?,1
374,'2016/11/25 15:22:10:740',2,80.400002,0.070079,0.123884,0.181365,0.056955,0.064567,0.032283,0.039633,0.032021,0.246582,0.955078,0.127441,0,0,0,0,0,?,?,?,1
375,'2016/11/25 15:22:10:774',2,80.400002,0.069554,0.13937,0.184514,0.062467,0.061942,0.033071,0.039895,0.035171,0.249023,0.962402,0.127441,0,0,0,0,0,?,?,?,1
376,'2016/11/25 15:22:10:807',2,80.400002,0.067979,0.140945,0.183727,0.058268,0.057218,0.032283,0.04042,0.034383,0.249023,0.949707,0.126465,0,0,0,0,0,?,?,?,1
377,'2016/11/25 15:22:10:840',2,80.400002,0.068504,0.14357,0.183989,0.059318,0.058793,0.033858,0.04147,0.033858,0.242188,0.949707,0.118652,0,0,0,0,0,?,?,?,1
378,'2016/11/25 15:22:10:873',2,80.400002,0.078215,0.141995,0.171129,0.06168,0.054068,0.033071,0.041995,0.035696,0.244141,0.950195,0.116699,0,0,0,0,0,?,?,?,1
379,'2016/11/25 15:22:10:906',2,80.400002,0.075066,0.127297,0.185039,0.067192,0.05748,0.033333,0.04357,0.035958,0.245117,0.977051,0.129395,0,0,0,0,0,?,?,?,1
380,'2016/11/25 15:22:10:940',2,80.400002,0.074541,0.124672,0.186089,0.071916,0.059055,0.032546,0.043045,0.036745,0.242676,0.951172,0.123535,0,0,0,0,0,?,?,?,1
381,'2016/11/25 15:22:10:974',2,80.400002,0.073491,0.118373,0.190814,0.074803,0.058793,0.034383,0.045932,0.03727,0.245117,0.963379,0.121094,0,0,0,0,0,?,?,?,1
382,'2016/11/25 15:22:11:006',2,80.400002,0.076378,0.120472,0.183727,0.076378,0.059318,0.034646,0.049081,0.038583,0.250977,0.964844,0.125488,0,0,0,0,0,?,?,?,1
383,'2016/11/25 15:22:11:041',2,80.400002,0.076903,0.112861,0.185564,0.078478,0.060105,0.034908,0.051706,0.038845,0.240723,0.953613,0.124512,0,0,0,0,0,?,?,?,1
384,'2016/11/25 15:22:11:075',2,80.400002,0.073228,0.111024,0.183989,0.07874,0.059318,0.036745,0.050919,0.03937,0.249512,0.963379,0.119629,0,0,0,0,0,?,?,?,1
385,'2016/11/25 15:22:11:108',2,80.400002,0.069029,0.102887,0.192913,0.081102,0.058268,0.03622,0.052231,0.041732,0.246094,0.950684,0.125977,0,0,0,0,0,?,?,?,1
386,'2016/11/25 15:22:11:141',2,80.36364,0.067979,0.101312,0.184514,0.083202,0.05958,0.036483,0.046719,0.040157,0.245605,0.944824,0.120117,0,0,0,0,0,?,?,?,1
387,'2016/11/25 15:22:11:174',2,80.300003,0.069291,0.098425,0.185827,0.082152,0.059055,0.034121,0.047507,0.041732,0.245605,0.945801,0.114258,0,0,0,0,0,?,?,?,1
388,'2016/11/25 15:22:11:207',2,80.300003,0.061417,0.0979,0.187664,0.079003,0.054856,0.032808,0.045669,0.04252,0.243164,0.95166,0.11377,0,0,0,0,0,?,?,?,1
389,'2016/11/25 15:22:11:240',2,80.300003,0.064304,0.097375,0.186089,0.079003,0.054856,0.032021,0.047769,0.042782,0.243164,0.956055,0.120117,0,0,0,0,0,?,?,?,1
390,'2016/11/25 15:22:11:274',2,80.300003,0.064042,0.100787,0.184777,0.079528,0.054856,0.032021,0.049344,0.043307,0.242188,0.958496,0.117676,0,0,0,0,0,?,?,?,1
391,'2016/11/25 15:22:11:307',2,80.300003,0.067717,0.106037,0.186352,0.078478,0.054068,0.032021,0.048556,0.040682,0.23584,0.949707,0.125977,0,0,0,0,0,?,?,?,1
392,'2016/11/25 15:22:11:340',2,80.300003,0.064567,0.107612,0.185564,0.083202,0.054856,0.033071,0.048819,0.040682,0.242188,0.965332,0.125977,0,0,0,0,0,?,?,?,1
393,'2016/11/25 15:22:11:374',2,80.300003,0.063517,0.105249,0.183989,0.082677,0.054331,0.033333,0.049606,0.040945,0.244629,0.955078,0.122559,0,0,0,0,0,?,?,?,1
394,'2016/11/25 15:22:11:406',2,80.300003,0.061417,0.106299,0.174541,0.077953,0.051181,0.032808,0.048819,0.038845,0.244141,0.957031,0.120117,0,0,0,0,0,?,?,?,1
395,'2016/11/25 15:22:11:440',2,80.300003,0.06378,0.105512,0.176378,0.075853,0.047244,0.032546,0.048556,0.036745,0.243164,0.959961,0.116699,0,0,0,0,0,?,?,?,1
396,'2016/11/25 15:22:11:474',2,80.300003,0.06168,0.103675,0.16378,0.074803,0.046719,0.033333,0.048819,0.037795,0.245117,0.961914,0.12207,0,0,0,0,0,?,?,?,1
397,'2016/11/25 15:22:11:506',2,80.300003,0.06168,0.112598,0.161942,0.076378,0.045144,0.032283,0.050131,0.035696,0.239746,0.955566,0.119141,0,0,0,0,0,?,?,?,1
398,'2016/11/25 15:22:11:540',2,80.300003,0.066667,0.111549,0.160367,0.076903,0.047244,0.033071,0.052493,0.036483,0.244141,0.962402,0.116211,0,0,0,0,0,?,?,?,1
399,'2016/11/25 15:22:11:574',2,80.300003,0.067979,0.109711,0.162205,0.075591,0.04147,0.033333,0.049606,0.03727,0.239746,0.943359,0.112793,0,0,0,0,0,?,?,?,1
400,'2016/11/25 15:22:11:607',2,80.300003,0.067454,0.112861,0.16168,0.075066,0.039895,0.032021,0.051181,0.038845,0.242188,0.962891,0.115723,0,0,0,0,0,?,?,?,1
401,'2016/11/25 15:22:11:641',2,80.36364,0.069554,0.112598,0.149606,0.079003,0.044882,0.032021,0.051181,0.037533,0.249023,0.95166,0.120117,0,0,0,0,0,?,?,?,1
402,'2016/11/25 15:22:11:674',2,80.300003,0.068766,0.114961,0.152756,0.078478,0.044882,0.030709,0.049606,0.035958,0.243164,0.946289,0.113281,0,0,0,0,0,?,?,?,1
403,'2016/11/25 15:22:11:707',2,80.300003,0.065617,0.117848,0.161942,0.083727,0.046982,0.030709,0.048819,0.036745,0.245605,0.958008,0.121582,0,0,0,0,0,?,?,?,1
404,'2016/11/25 15:22:11:740',2,80.300003,0.065092,0.122047,0.156693,0.082415,0.047769,0.031234,0.050131,0.037008,0.23877,0.947754,0.121582,0,0,0,0,0,?,?,?,1
405,'2016/11/25 15:22:11:774',2,80.300003,0.066929,0.117323,0.148556,0.079003,0.048031,0.029921,0.050394,0.034383,0.245605,0.95166,0.118164,0,0,0,0,0,?,?,?,1
406,'2016/11/25 15:22:11:808',2,80.300003,0.067717,0.115223,0.144619,0.07874,0.049344,0.030971,0.050131,0.036745,0.248047,0.947266,0.120605,0,0,0,0,0,?,?,?,1
407,'2016/11/25 15:22:11:841',2,80.300003,0.072178,0.113648,0.156168,0.080315,0.048556,0.030709,0.051444,0.03622,0.245117,0.952148,0.120117,0,0,0,0,0,?,?,?,1
408,'2016/11/25 15:22:11:874',2,80.300003,0.060892,0.114173,0.154331,0.079528,0.049606,0.032283,0.051968,0.034121,0.247559,0.952148,0.123047,0,0,0,0,0,?,?,?,1
409,'2016/11/25 15:22:11:907',2,80.300003,0.062467,0.106299,0.139108,0.074541,0.046457,0.031759,0.051706,0.035171,0.243164,0.956543,0.110352,0,0,0,0,0,?,?,?,1
410,'2016/11/25 15:22:11:940',2,80.300003,0.06168,0.114436,0.139895,0.073491,0.045932,0.032283,0.052756,0.035433,0.238281,0.953613,0.115234,0,0,0,0,0,?,?,?,1
411,'2016/11/25 15:22:11:974',2,80.300003,0.062467,0.115223,0.145407,0.074803,0.044619,0.032021,0.051968,0.03622,0.251465,0.966797,0.124512,0,0,0,0,0,?,?,?,1
412,'2016/11/25 15:22:12:007',2,80.300003,0.059318,0.116535,0.138583,0.071129,0.04252,0.031496,0.049606,0.034383,0.244141,0.946777,0.124512,0,0,0,0,0,?,?,?,1
413,'2016/11/25 15:22:12:040',2,80.300003,0.063517,0.11706,0.137795,0.072441,0.043307,0.032021,0.048294,0.033071,0.246582,0.956055,0.120605,0,0,0,0,0,?,?,?,1
414,'2016/11/25 15:22:12:074',2,80.300003,0.064042,0.110499,0.130184,0.075328,0.045144,0.030446,0.050656,0.033596,0.246582,0.949707,0.123535,0,0,0,0,0,?,?,?,1
415,'2016/11/25 15:22:12:107',2,80.300003,0.063517,0.116798,0.123885,0.07874,0.050656,0.031759,0.051181,0.031496,0.242188,0.974609,0.115234,0,0,0,0,0,?,?,?,1
416,'2016/11/25 15:22:12:140',2,80.36364,0.064304,0.117585,0.12336,0.079003,0.049081,0.030184,0.054593,0.032808,0.249512,0.942871,0.127441,0,0,0,0,0,?,?,?,1
417,'2016/11/25 15:22:12:173',2,80.300003,0.066404,0.118373,0.129134,0.079003,0.049081,0.030971,0.052756,0.034121,0.242676,0.956543,0.130371,0,0,0,0,0,?,?,?,1
418,'2016/11/25 15:22:12:207',2,80.300003,0.067717,0.12231,0.124147,0.079003,0.049344,0.032021,0.05643,0.034121,0.248047,0.960449,0.125488,0,0,0,0,0,?,?,?,1
419,'2016/11/25 15:22:12:254',2,80.300003,0.066142,0.122047,0.127822,0.081627,0.051444,0.032546,0.053018,0.035958,0.242676,0.956055,0.121094,0,0,0,0,0,?,?,?,1
420,'2016/11/25 15:22:12:273',2,80.300003,0.072441,0.122835,0.132283,0.082677,0.051181,0.032546,0.050656,0.035433,0.247559,0.95166,0.120605,0,0,0,0,0,?,?,?,1
421,'2016/11/25 15:22:12:307',2,80.300003,0.069291,0.122835,0.133333,0.083989,0.051181,0.034121,0.050656,0.036483,0.250488,0.968262,0.124023,0,0,0,0,0,?,?,?,1
422,'2016/11/25 15:22:12:340',2,80.300003,0.069816,0.12231,0.131496,0.076115,0.050394,0.033596,0.053018,0.036745,0.243164,0.953125,0.121094,0,0,0,0,0,?,?,?,1
423,'2016/11/25 15:22:12:375',2,80.300003,0.070341,0.125459,0.135696,0.078478,0.051444,0.034121,0.051968,0.03622,0.245605,0.955078,0.126953,0,0,0,0,0,?,?,?,1
424,'2016/11/25 15:22:12:407',2,80.300003,0.073753,0.124672,0.153806,0.07979,0.050394,0.034121,0.053018,0.039895,0.249023,0.953613,0.118164,0,0,0,0,0,?,?,?,1
425,'2016/11/25 15:22:12:441',2,80.300003,0.070604,0.127559,0.153543,0.082677,0.053543,0.034646,0.053281,0.039633,0.246094,0.95166,0.124023,0,0,0,0,0,?,?,?,1
426,'2016/11/25 15:22:12:473',2,80.300003,0.070341,0.123097,0.148556,0.087139,0.051968,0.033858,0.055906,0.038058,0.245117,0.95166,0.127441,0,0,0,0,0,?,?,?,1
427,'2016/11/25 15:22:12:508',2,80.300003,0.071391,0.122047,0.145669,0.086877,0.052756,0.034121,0.055906,0.03727,0.243652,0.960449,0.125,0,0,0,0,0,?,?,?,1
428,'2016/11/25 15:22:12:542',2,80.300003,0.065092,0.12021,0.144357,0.086352,0.050919,0.032808,0.055118,0.036745,0.246094,0.960938,0.119629,0,0,0,0,0,?,?,?,1
429,'2016/11/25 15:22:12:575',2,80.300003,0.063517,0.12231,0.146194,0.087402,0.051706,0.032546,0.054068,0.037795,0.244629,0.935547,0.123047,0,0,0,0,0,?,?,?,1
430,'2016/11/25 15:22:12:606',2,80.300003,0.062205,0.127034,0.155906,0.087926,0.050919,0.033333,0.052756,0.034908,0.246582,0.944824,0.126953,0,0,0,0,0,?,?,?,1
431,'2016/11/25 15:22:12:641',2,80.300003,0.064304,0.126509,0.15853,0.084252,0.045407,0.032546,0.053018,0.035696,0.249512,0.952637,0.126465,0,0,0,0,0,?,?,?,1
432,'2016/11/25 15:22:12:674',2,80.36364,0.061155,0.128346,0.154593,0.085039,0.045407,0.033071,0.055118,0.036483,0.244141,0.943359,0.132813,0,0,0,0,0,?,?,?,1
433,'2016/11/25 15:22:12:706',2,80.300003,0.063255,0.125459,0.148031,0.079528,0.042782,0.032546,0.055118,0.035433,0.241211,0.962891,0.120117,0,0,0,0,0,?,?,?,1
434,'2016/11/25 15:22:12:740',2,80.300003,0.062467,0.124409,0.150656,0.082677,0.042782,0.032808,0.055381,0.035696,0.249023,0.951172,0.130859,0,0,0,0,0,?,?,?,1
435,'2016/11/25 15:22:12:774',2,80.300003,0.060367,0.114961,0.151181,0.081627,0.043045,0.032283,0.054856,0.035171,0.243652,0.955566,0.118164,0,0,0,0,0,?,?,?,1
436,'2016/11/25 15:22:12:807',2,80.300003,0.061417,0.116535,0.15853,0.083465,0.042782,0.031759,0.059318,0.033858,0.25293,0.957031,0.123047,0,0,0,0,0,?,?,?,1
437,'2016/11/25 15:22:12:840',2,80.300003,0.058793,0.122572,0.152493,0.080577,0.044357,0.030446,0.056693,0.034646,0.243164,0.970703,0.118164,0,0,0,0,0,?,?,?,1
438,'2016/11/25 15:22:12:874',2,80.300003,0.061942,0.133596,0.149344,0.080052,0.045144,0.029659,0.057743,0.035433,0.246094,0.957031,0.125977,0,0,0,0,0,?,?,?,1
439,'2016/11/25 15:22:12:907',2,80.300003,0.061155,0.135433,0.158793,0.085039,0.050394,0.029134,0.056955,0.035171,0.243652,0.956543,0.130371,0,0,0,0,0,?,?,?,1
440,'2016/11/25 15:22:12:941',2,80.300003,0.06168,0.126509,0.162467,0.08189,0.050656,0.028609,0.057218,0.035958,0.249023,0.967773,0.118652,0,0,0,0,0,?,?,?,1
441,'2016/11/25 15:22:12:975',2,80.300003,0.059318,0.125722,0.155905,0.078478,0.049606,0.026247,0.058005,0.036745,0.242188,0.949707,0.117676,0,0,0,0,0,?,?,?,1
442,'2016/11/25 15:22:13:007',2,80.300003,0.060367,0.124672,0.172966,0.07769,0.050131,0.025722,0.056168,0.037008,0.243652,0.94873,0.122559,0,0,0,0,0,?,?,?,1
443,'2016/11/25 15:22:13:041',2,80.300003,0.055643,0.131234,0.169029,0.077165,0.049869,0.024672,0.053281,0.038583,0.249023,0.953125,0.123047,0,0,0,0,0,?,?,?,1
444,'2016/11/25 15:22:13:075',2,80.300003,0.059843,0.133071,0.170604,0.071391,0.048819,0.025459,0.052231,0.03832,0.24707,0.948242,0.12793,0,0,0,0,0,?,?,?,1
445,'2016/11/25 15:22:13:107',2,80.300003,0.060892,0.132546,0.164304,0.071916,0.046982,0.024409,0.049869,0.037795,0.241699,0.959473,0.119629,0,0,0,0,0,?,?,?,1
446,'2016/11/25 15:22:13:140',2,80.300003,0.05958,0.133333,0.167454,0.069554,0.048819,0.024672,0.048031,0.036745,0.248047,0.955566,0.12207,0,0,0,0,0,?,?,?,1
447,'2016/11/25 15:22:13:173',2,80.36364,0.05748,0.131759,0.16063,0.072178,0.050656,0.026509,0.049344,0.035696,0.247559,0.944824,0.122559,0,0,0,0,0,?,?,?,1
448,'2016/11/25 15:22:13:206',2,80.400002,0.058793,0.129921,0.164042,0.076115,0.050131,0.025984,0.045932,0.034383,0.246582,0.97168,0.123535,0,0,0,0,0,?,?,?,1
449,'2016/11/25 15:22:13:240',2,80.400002,0.058268,0.135696,0.162467,0.072703,0.047244,0.025197,0.045669,0.032021,0.244629,0.945313,0.121094,0,0,0,0,0,?,?,?,1
450,'2016/11/25 15:22:13:275',2,80.400002,0.054856,0.13727,0.15748,0.070604,0.046719,0.024409,0.047769,0.032283,0.237305,0.956543,0.116699,0,0,0,0,0,?,?,?,1
451,'2016/11/25 15:22:13:306',2,80.400002,0.053018,0.132021,0.16273,0.071654,0.046719,0.02231,0.047769,0.033333,0.243164,0.964844,0.121582,0,0,0,0,0,?,?,?,1
452,'2016/11/25 15:22:13:340',2,80.400002,0.055381,0.131758,0.166667,0.076378,0.044094,0.022047,0.046194,0.033333,0.247559,0.936523,0.123535,0,0,0,0,0,?,?,?,1
453,'2016/11/25 15:22:13:373',2,80.400002,0.054331,0.129396,0.161942,0.07769,0.047244,0.021522,0.045669,0.034383,0.238281,0.937012,0.12793,0,0,0,0,0,?,?,?,1
454,'2016/11/25 15:22:13:407',2,80.400002,0.052493,0.129134,0.145407,0.07979,0.050394,0.023097,0.044619,0.032546,0.248535,0.961426,0.119629,0,0,0,0,0,?,?,?,1
455,'2016/11/25 15:22:13:440',2,80.400002,0.054856,0.126247,0.148031,0.077165,0.048294,0.020997,0.045144,0.033333,0.242676,0.946777,0.120605,0,0,0,0,0,?,?,?,1
456,'2016/11/25 15:22:13:475',2,80.400002,0.069816,0.132021,0.147507,0.072966,0.050131,0.020472,0.042782,0.033071,0.23584,0.945801,0.116699,0,0,0,0,0,?,?,?,1
457,'2016/11/25 15:22:13:507',2,80.400002,0.070341,0.132546,0.149869,0.072703,0.051968,0.019423,0.041207,0.033858,0.252441,0.959961,0.123047,0,0,0,0,0,?,?,?,1
458,'2016/11/25 15:22:13:541',2,80.400002,0.071654,0.133596,0.153806,0.074541,0.051706,0.018898,0.03937,0.035433,0.240723,0.967285,0.118652,0,0,0,0,0,?,?,?,1
459,'2016/11/25 15:22:13:575',2,80.400002,0.074803,0.133858,0.153018,0.078478,0.050656,0.019685,0.042782,0.032546,0.239746,0.953613,0.120117,0,0,0,0,0,?,?,?,1
460,'2016/11/25 15:22:13:607',2,80.400002,0.077165,0.126247,0.14147,0.07874,0.052493,0.02021,0.043307,0.032283,0.241699,0.958496,0.115723,0,0,0,0,0,?,?,?,1
461,'2016/11/25 15:22:13:640',2,80.400002,0.075591,0.125984,0.146982,0.085302,0.054593,0.019685,0.042782,0.034121,0.244141,0.96875,0.116699,0,0,0,0,0,?,?,?,1
462,'2016/11/25 15:22:13:674',2,80.36364,0.076115,0.12126,0.146719,0.087926,0.056168,0.01916,0.041207,0.035171,0.244629,0.954102,0.113281,0,0,0,0,0,?,?,?,1
463,'2016/11/25 15:22:13:707',2,80.400002,0.077165,0.123097,0.15853,0.091339,0.060105,0.019948,0.041207,0.035433,0.244141,0.95459,0.120117,0,0,0,0,0,?,?,?,1
464,'2016/11/25 15:22:13:740',2,80.400002,0.082677,0.121785,0.153018,0.091076,0.05853,0.019423,0.039633,0.035696,0.239258,0.954102,0.117188,0,0,0,0,0,?,?,?,1
465,'2016/11/25 15:22:13:774',2,80.400002,0.084252,0.122835,0.160367,0.094751,0.062205,0.020472,0.03832,0.036483,0.247559,0.956055,0.118164,0,0,0,0,0,?,?,?,1
466,'2016/11/25 15:22:13:806',2,80.400002,0.087139,0.127297,0.151968,0.095276,0.061942,0.020472,0.032808,0.037533,0.246582,0.952637,0.116699,0,0,0,0,0,?,?,?,1
467,'2016/11/25 15:22:13:840',2,80.400002,0.087139,0.119685,0.145932,0.096325,0.062205,0.021522,0.033071,0.037795,0.247559,0.954102,0.125488,0,0,0,0,0,?,?,?,1
468,'2016/11/25 15:22:13:875',2,80.400002,0.085039,0.111549,0.149869,0.098688,0.061942,0.022047,0.032283,0.036483,0.24707,0.955566,0.126465,0,0,0,0,0,?,?,?,1
